DAABABCC,131
ACCACBDD,274
BCBADDAD,73
CADADBCD,66
ADDDBABC,49
CDABBACB,77
DCBABCAD,68
BCABDCBB,89
DADACBDD,120
ACCACADA,66
DBCCADAA,72
CCBACDCA,67
DADCCDBA,57
CAABADDC,50
ABDCACDA,85
BBBBABAD,105
ABACBCCD,102
CCBABBDC,86
BDCBABAC,98
CBDDAADA,82
CDDDBDAB,56
ACDCCBBB,51
DAAADACD,91
ADBBBDBB,45
DDCACBDC,51
BCBBAABB,73
DBCBCBAD,42
CCBCADBD,73
ABBDCBBA,136
ABDCBCDA,71
DDDDADDB,109
ADDDCCAB,38
DCAABDBD,85
ACCCDCAB,69
ACDDBDAD,140
DBCBCCAC,82
DCBDBDCA,61
DBDDCCDB,77
DCDBCAAA,70
BAACCABD,81
DCDDCBCC,100
DADCBCDC,101
AADBACAC,84
DABCCBBD,76
AADAAAAB,74
CCCAABDC,74
BBBBDCCD,78
CDCCDBAC,53
DCBBADAD,89
ACACADCC,63
BAABBABC,93
CACAACCB,136
ABBBCBDA,57
BCCCDCBC,81
DBAAADCA,96
BBBADADD,114
AAAAADBD,66
BACBABCC,81
CBBCABBA,92
DBCACBDC,59
DCDDACDD,50
ADCCDADB,83
DDBDBBBC,76
CABBBCBA,72
DDDBCABA,68
ADDADDAC,58
DBCDAACD,77
CDACDCDA,81
BCABABDD,174
CADCCADB,129
DBBACDAD,96
ADDDCDDB,40
ABABBCBD,56
BBCDDBBD,68
DBCDACAA,55
CDABDABB,67
ABBDDDDD,46
CDDAABBB,69
ACDBDDBD,49
CBABDADA,108
BCDDCABA,44
BDBCCCDC,67
DADCDDBD,55
BABCBDBB,116
BBACAADD,168
ADDCDADA,132
CDCCCADC,71
ADDBCBBD,76
ACCDCCBB,127
ACBCCCDB,87
BAADCCAB,56
DDCCBCBB,52
CBAABCBA,88
AABCBABA,107
CAADADBC,79
DBDDADAD,123
AABACDBB,121
DCDDAACD,105
BDBDDACC,56
DDABBABB,46
ACAABACB,99
CCBCCBAC,67
ADDADDDA,70
ACADBCAB,88
ADDCBDAB,105
CBBCCBBC,66
DBADBCDB,66
DDACCCBB,77
BABCCDBC,79
ADAACCAA,98
CADACBDD,171
DCBDDCAB,56
DDCBCBCC,78
CAACADDD,68
ACDCDADC,75
ABCAAAAB,57
DBDDBACD,56
ACBBBBBB,70
DCCBDBAC,46
CBABBBDD,88
ABCADACD,66
AADCACBB,111
DAADCBAD,91
CDDACDDC,50
CBBDBABC,56
DCCADAAB,165
CCACDBBC,78
DCABDBDC,56
ACABAABC,119
ACADDCCC,75
BBCBBDAB,67
ACBBCDDC,76
BABCADAD,86
DBCDCCCC,50
CDBBDCAA,83
CBCCDDBA,108
DBCCDDCC,96
DDADBBBA,76
BACDCDDB,52
CDDCBBDC,122
CDCDADDD,80
AACCCBBA,113
DBACACDB,86
ACDCCABB,51
AACCAADD,81
AACCDACB,127
CDBACCDA,100
DDCBAAAC,60
ABBDCDAC,116
BBBBDCBA,83
BDABCABC,77
CBADDACA,57
ADDCDBBB,67
BBBCBBAD,64
ADCBAADB,169
ABCAACCA,92
AABCBBCD,88
CDCDDCBD,71
BBBDBCCB,64
CCCDBCCB,62
CAACACBD,60
BBBABDDD,127
DDBDCCCD,74
BBCDADAD,84
AACBCDBD,75
AACCBBDD,86
BBDCBBAC,139
ADDABCDB,66
ADDDAABA,87
ACCBBCCC,65
DDCDBCDB,67
CAAACDBA,60
DDCADBAB,99
DADCCBBC,54
ADDCADDB,88
BCADBBAC,141
BCCCDBBC,56
CACBABAA,129
ACBDABAB,86
CCBDABCB,79
BDAADCAB,81
ABBADABC,61
BDDBAAAA,41
CBBCDDDB,51
AACAABBA,84
BBBDBDBB,49
CCABDDCA,95
CBCDAACD,71
AADBCDAA,65
CAACDACB,75
BDADCDBB,96
CDBBDBBA,74
DBAADAAA,75
ADACCBDD,57
BDBABBCD,52
DDACCABA,40
DBBADDDA,72
ACBCCCDB,87
DCDCACDA,67
CCBAADBD,171
BADCCADC,54
DDCCCCBB,47
DCCCABDD,59
CABCCADA,170
DABBCDCD,72
CBDDCBBB,81
DBAAAABB,35
ABAADDBC,52
AADDCCDC,68
CDDCDBCA,71
ABACACBC,83
BDBAAADB,93
BDCCADCC,59
DBCDBDDC,64
BBDABBCC,79
CDABBDDB,66
CCAACDBA,62
ABDBBACA,94
CABABCBD,77
CBDCACBA,80
AACAABCA,58
DADDCDCA,79
BDACABDA,68
DCDDCCAB,47
DAABABAB,136
CBCDBDAA,69
CDAABCCD,148
AAADDBCC,71
DCBBDBCB,71
DBCAAADD,60
DBBCBBCB,31
CDCCADBB,134
DABDDDBB,96
AADABBCC,79
BDBABDAD,77
ABBDCCCD,213
BCCCDABA,62
ABCDBBAC,91
ADDBDBDA,64
CCCDCBAD,93
CBDCBCAD,66
ABDCCDBB,62
CABCCBCB,78
CCBAABCC,58
DCDDADDB,100
AABBCBDC,72
BACBDCCB,124
BCADBDAA,70
AADACBDC,99
BCBBCDBB,60
CAADAADA,79
DDCBCADD,75
DDCACBCD,49
AAADBDBB,68
DBCADDCC,63
ABBDADDC,85
AACDDDCD,136
CDCBBCCA,109
BAACADDB,167
BACADCBD,207
